"Title","Artist","ChordProg"
"idea","ZUN","IV.I6.ii"
"Spring Lane - Colorful Path","ZUN","IV.I6.ii"
"Reincarnation","ZUN","IV.I6.ii"
"Goodbye Song","Bear in the Big Blue House","IV.V.V6-vi.vi"
"Uptown Girl","Billy Joel","IV.V.V6-vi.vi"
"Oops I Did It Again","Britney Spears","IV.V.V6-vi.vi"
"Parachute","Cheryl Cole","IV.V.V6-vi.vi"
"I'll Make A Man Out Of You","Disney","IV.V.V6-vi.vi"
"Hakuna Matata","Disney","IV.V.V6-vi.vi"
"Leaving Without","dj-Jo","IV.V.V6-vi.vi"
"BWV 1080 Art of the Fugue - Contrapunctus I","Johann Sebastian Bach","IV.V.V6-vi.vi"
"Shop Vac","Jonathan Coulton","IV.V.V6-vi.vi"
"Code Monkey","Jonathan Coulton","IV.V.V6-vi.vi"
"Mr Kaizers hans Constanze og meg","Kaizers Orchestra","IV.V.V6-vi.vi"
"Country","Keith Jarrett","IV.V.V6-vi.vi"
"Hyperdimension Neptunia V - Elegy","Kenji Kaneko","IV.V.V6-vi.vi"
"Ys VI - Release of the Far West Ocean","Konami","IV.V.V6-vi.vi"
"The Wings of a Boy Who Killed Adolescence","Kow Otani","IV.V.V6-vi.vi"
"The Show","Lenka","IV.V.V6-vi.vi"
"Homestuck - Showtime","Malcolm Brown","IV.V.V6-vi.vi"
"Castlevania SotN - Wood Carving Partita","Michiru Yamane","IV.V.V6-vi.vi"
"A Place To Relax - Duke Fabre House","Motoi Sakuraba","IV.V.V6-vi.vi"
"Batman GB - Title","Naoki Kodaka","IV.V.V6-vi.vi"
"Troian Beauty - FFIV","Nobuo Uematsu","IV.V.V6-vi.vi"
"I Won't Let You Down","OK Go","IV.V.V6-vi.vi"
"You're My Best Friend","Queen","IV.V.V6-vi.vi"
"Grotesque","RAM and Alex Morph","IV.V.V6-vi.vi"
"Happyman 1","Ratboy Genius","IV.V.V6-vi.vi"
"One For All All For One ","Razihel and Virtual Riot","IV.V.V6-vi.vi"
"Human of the Year","Regina Spektor","IV.V.V6-vi.vi"
"ERC Song","Ryan","IV.V.V6-vi.vi"
"Double Rainbow Remix","Schmoyoho","IV.V.V6-vi.vi"
"JUST DO IT ft Shia LaBeouf","Schmoyoho","IV.V.V6-vi.vi"
"Theme Of Prontera","SoundTeMP","IV.V.V6-vi.vi"
"Up There","South Park","IV.V.V6-vi.vi"
"With Me","Sum 41","IV.V.V6-vi.vi"
"Video Killed The Radio Star","The Buggles","IV.V.V6-vi.vi"
"Read My Mind","The Killers","IV.V.V6-vi.vi"
"Sorry Jack","The Living Tombstone","IV.V.V6-vi.vi"
"The Package Store Petition","The Mighty Mighty Bosstones","IV.V.V6-vi.vi"
"Not Perfect","Tim Minchin","IV.V.V6-vi.vi"
"We Wish You a Merry Christmas","Traditional","IV.V.V6-vi.vi"
"Bruises","Train","IV.V.V6-vi.vi"
"A Demon's Fate","Within Temptation","IV.V.V6-vi.vi"
"Extend Ash - Hourai Victim","ZUN","IV.V.V6-vi.vi"
"Fall of Fall - Autumnal Waterfall","ZUN","IV.V.V6-vi.vi"
"Beloved Tomboyish Girl","ZUN","IV.V.V6-vi.vi"
"Flowering Night","ZUN","IV.V.V6-vi.vi"
"Big In Japan","Alphaville","I.V-vi.vi"
"Mardy Bum","Arctic Monkeys","I.V-vi.vi"
"What About Love","Austin Mahone","I.V-vi.vi"
"Wake Me Up","Avicii","I.V-vi.vi"
"The Lord Of The Rings","Blind Guardian","I.V-vi.vi"
"Gravity Falls Title Theme","Brad Breek","I.V-vi.vi"
"First Day of My Life","Bright Eyes","I.V-vi.vi"
"Oops I Did It Again","Britney Spears","I.V-vi.vi"
"Locked Out Of Heaven","Bruno Mars","I.V-vi.vi"
"The Lazy Song","Bruno Mars","I.V-vi.vi"
"That's Falling in Love","Chelsea Ward","I.V-vi.vi"
"Take Flight","Craig Austin","I.V-vi.vi"
"Moonage Daydream","David Bowie","I.V-vi.vi"
"Lady Stardust","David Bowie","I.V-vi.vi"
"I Will Follow You Into the Dark","Death Cab for Cutie","I.V-vi.vi"
"Miss Misery","Elliott Smith","I.V-vi.vi"
"Cliffs of Dover","Eric Johnson","I.V-vi.vi"
"Hemorrhage - In My Hands","Fuel","I.V-vi.vi"
"Smile","Galantis","I.V-vi.vi"
"Aspertia City","Game Freak","I.V-vi.vi"
"Lake of tears","Gamma ray","I.V-vi.vi"
"L'Amour Toujours","Gigi D'Agostino","I.V-vi.vi"
"Brand New Kind of Blue","Gold Motel","I.V-vi.vi"
"Spiral Mountain","Grant Kirkhope","I.V-vi.vi"
"Stray Heart","Green Day","I.V-vi.vi"
"Holiday","Green Day","I.V-vi.vi"
"Boulevard of Broken Dreams","Green Day","I.V-vi.vi"
"Extends Levant","HertzDevil","I.V-vi.vi"
"Pieces","Icon for Hire","I.V-vi.vi"
"Derniere Danse","Indila","I.V-vi.vi"
"You and I","Ingrid Michaelson","I.V-vi.vi"
"Getter Robo","Isao Sasaki","I.V-vi.vi"
"Hunger Games Theme - Horn Of Plenty","James Newton Howard","I.V-vi.vi"
"Violet Stars Happy Hunting","Janelle Monae","I.V-vi.vi"
"Star Trek Ilia's Theme","Jerry Goldsmith","I.V-vi.vi"
"Illumielle","Jo Blankenburg","I.V-vi.vi"
"Imagine","John Lennon","I.V-vi.vi"
"Shop Vac","Jonathan Coulton","I.V-vi.vi"
"You Raise Me Up","Josh Groban","I.V-vi.vi"
"Million Dollar Man","Lana Del Rey","I.V-vi.vi"
"Transcendence","Lindsey Stirling","I.V-vi.vi"
"Master Of Tides","Lindsey Stirling","I.V-vi.vi"
"Mirror Haus","Lindsey Stirling","I.V-vi.vi"
"Experience","Ludovico Einaudi","I.V-vi.vi"
"Master of the wind","Manowar","I.V-vi.vi"
"All I Want For Christmas Is You","Mariah Carey","I.V-vi.vi"
"Yuusha Raideen","Masato Shimon","I.V-vi.vi"
"Nothing Else Matters","Metallica","I.V-vi.vi"
"Wrecking Ball","Miley Cyrus","I.V-vi.vi"
"Stolen Dance","Milky Chance","I.V-vi.vi"
"Mitch Benn's Imagine","Mitch Benn","I.V-vi.vi"
"New Born","Muse","I.V-vi.vi"
"Everybody Talks","Neon Trees","I.V-vi.vi"
"Two-Headed Boy","Neutral Milk Hotel","I.V-vi.vi"
"Lithium","Nirvana","I.V-vi.vi"
"Leave It Alone","NOFX","I.V-vi.vi"
"The Painter","O-Town","I.V-vi.vi"
"Sittin' On The Dock of the Bay","Otis Redding","I.V-vi.vi"
"Self Destruct","Pegboard Nerds","I.V-vi.vi"
"Creep","Radiohead","I.V-vi.vi"
"Steven Universe Opening","Rebecca Sugar","I.V-vi.vi"
"Drop Dead Gorgeous","Republica","I.V-vi.vi"
"Supreme","Robbie Williams","I.V-vi.vi"
"The Alcoholic","Royksopp","I.V-vi.vi"
"Trust","Salia","I.V-vi.vi"
"Mother Earth","Savant","I.V-vi.vi"
"La Tortura ft Alejandro Sanz","Shakira","I.V-vi.vi"
"Wasted Time","Skid Row","I.V-vi.vi"
"She Says What She Means","Sloan","I.V-vi.vi"
"Drop It Like It's Hot ft Pharrell Williams","Snoop Dogg","I.V-vi.vi"
"Shape Of My Heart","Sting","I.V-vi.vi"
"Santeria","Sublime","I.V-vi.vi"
"Ciudad Magica","Tan Bionica","I.V-vi.vi"
"Take It To The Limit","The Eagles","I.V-vi.vi"
"Don't You Want Me","The Human League","I.V-vi.vi"
"Five Nights at Freddy's","The Living Tombstone","I.V-vi.vi"
"Hopeless Bleak Despair","They Might Be Giants","I.V-vi.vi"
"If We Ever Meet Again","Timbaland ft Katy Perry","I.V-vi.vi"
"Korobeiniki--Tetris Main Theme","Traditional","I.V-vi.vi"
"Invincible","Two Steps From Hell","I.V-vi.vi"
"We'll Meet Again","Vera Lynn","I.V-vi.vi"
"Why Can't We Be Friends","War","I.V-vi.vi"
"Since You've Been Gone","Weird Al Yankovic","I.V-vi.vi"
"Fire Power","Wolfgang Gartner","I.V-vi.vi"
"Actraiser - Fillmore","Yuzo Koshiro","I.V-vi.vi"
"Break Free feat - Ariana Grande","Zedd","I.V-vi.vi"
"Honesty","Billy Joel","I.V-vi.vi"
"Hooked On A Feeling","Blue Swede","I.V-vi.vi"
"Failure By Design","Brand New","I.V-vi.vi"
"ECHO","Crusher-P","I.V-vi.vi"
"Space Oddity","David Bowie","I.V-vi.vi"
"Soldier Of Fortune","Deep Purple","I.V-vi.vi"
"Rock And Roll","Eric Hutchinson","I.V-vi.vi"
"Paper Bag","Fiona Apple","I.V-vi.vi"
"No Money","Galantis","I.V-vi.vi"
"Nothing Lasts Forever","Girl's Day","I.V-vi.vi"
"The Girl","Hellberg","I.V-vi.vi"
"No Milk Today","Herman's Hermits","I.V-vi.vi"
"Creep","Homeless Mustard","I.V-vi.vi"
" Dicke Titten Kartoffelsalat","Ikke Huftgold","I.V-vi.vi"
"Monster","Imagine Dragons","I.V-vi.vi"
"Soviet March","James Hannigan","I.V-vi.vi"
"Altitudes","Jason Becker","I.V-vi.vi"
"Schindler's List Piano Reprise","John Williams","I.V-vi.vi"
"I'm Not a Spy","Jonathan Mann","I.V-vi.vi"
"Ultralight Beam","Kanye West","I.V-vi.vi"
"Rise","Katy Perry","I.V-vi.vi"
"Protovision","Kavinsky","I.V-vi.vi"
"Ouka Ranman","KEYTALK","I.V-vi.vi"
"Give It Up","Knife Party","I.V-vi.vi"
"Rosalina In The Observatory","Koji Kondo","I.V-vi.vi"
"Ys VI - Release of the Far West Ocean","Konami","I.V-vi.vi"
"Again Again","Lady Gaga","I.V-vi.vi"
"Bad Self Portraits","Lake Street Dive","I.V-vi.vi"
"Heavy","Lauri Ylonen","I.V-vi.vi"
"Few Fire 'Malo Ognya'","Linda","I.V-vi.vi"
"Devil Pray","Madonna","I.V-vi.vi"
"NO","Meghan Trainor","I.V-vi.vi"
"Weekend Wars","MGMT","I.V-vi.vi"
"Tu Falta De Querer","Mon Laferte","I.V-vi.vi"
"Exogenesis","Muse","I.V-vi.vi"
"Plug In Baby","Muse","I.V-vi.vi"
"Apocalypse Please","Muse","I.V-vi.vi"
"Rosalina In The Observatory","Nintendo","I.V-vi.vi"
"Ner Style","Pegboard Nerds","I.V-vi.vi"
"Propane Nightmares","Pendulum","I.V-vi.vi"
"The Other Side","Pendulum","I.V-vi.vi"
"Full Disclosure - Steven Universe","Rebecca Sugar","I.V-vi.vi"
"You Are The Best Thing In The World","Richard Killick","I.V-vi.vi"
"Goodbye moonmen","Rick and Morty","I.V-vi.vi"
"I'm Not the Only One","Sam Smith","I.V-vi.vi"
"Deranged and Desperate","Saves The Day","I.V-vi.vi"
"Eulogy","Saves The Day","I.V-vi.vi"
"I Can't Decide","Scissor Sisters","I.V-vi.vi"
"Azure Blue World","Sega","I.V-vi.vi"
"Kill Em With Kindness","Selena Gomez","I.V-vi.vi"
"Blow It All Away","Sia","I.V-vi.vi"
"Mobile Suit Gundam Movie I - Cross of Sand","Takajin Yashiki","I.V-vi.vi"
"Beelzeboss","Tenacious D","I.V-vi.vi"
"Beezleboss","Tenacious D","I.V-vi.vi"
"All Torn Down","The Living End","I.V-vi.vi"
"Live Like You Were Dying","Tim McGraw","I.V-vi.vi"
"Ten Foot Cock And A Few Hundred Virgins","Tim Minchin","I.V-vi.vi"
"Tokimeki Bomb Rush","Toru Minegishi","I.V-vi.vi"
"Stressed Out","Twenty One Pilots","I.V-vi.vi"
"Tear In My Heart","Twenty One Pilots","I.V-vi.vi"
"Ormurin Langi","Tyr","I.V-vi.vi"
"Doctor Doctor","UFO","I.V-vi.vi"
"Life Guiding Song - Prospect Mirai","Wan Wan","I.V-vi.vi"
"Nine is God","Wavves","I.V-vi.vi"
"Stop Forwarding That Crap To Me","Weird Al Yankovic","I.V-vi.vi"
"Save Me","Wiktoria","I.V-vi.vi"
"On The Road Again","Willie Nelson","I.V-vi.vi"
"Lucid","AandG","vi.vi42.IV"
"Skyfall","Adele","vi.vi42.IV"
"Danny's Song","Anne Murray","vi.vi42.IV"
"Jupiter","Ayaka Hirahara","vi.vi42.IV"
"Uptown Girl","Billy Joel","vi.vi42.IV"
"Honesty","Billy Joel","vi.vi42.IV"
"Gorilla","Bruno Mars","vi.vi42.IV"
"Half Breed","Cher","vi.vi42.IV"
"Quieter Today","Cloud Nothings","vi.vi42.IV"
"Girls Just Want To Have Fun","Cyndi Lauper","vi.vi42.IV"
"Out Of The Blue","Debbie Gibson","vi.vi42.IV"
"A Whole New World","Disney","vi.vi42.IV"
"Can You Feel The Love Tonight","Disney","vi.vi42.IV"
"Can You Feel the Love Tonight","Elton John","vi.vi42.IV"
"Can't Help Falling In Love","Elvis Presley","vi.vi42.IV"
"I Can't Help Falling In Love","Elvis Presley","vi.vi42.IV"
"Let It Grow","Eric Clapton","vi.vi42.IV"
"The Final Countdown","Europe","vi.vi42.IV"
"Some Minds ft Andrew Wyatt","Flume","vi.vi42.IV"
"No Me No You","Frost","vi.vi42.IV"
"Arrival of the Queen of Sheba","George Frideric Handel","vi.vi42.IV"
"The Lion King - This Land","Hans Zimmer","vi.vi42.IV"
"Extends Levant","HertzDevil","vi.vi42.IV"
"Doctor","Homestuck Soundtrack","vi.vi42.IV"
"Near You Always","Jewel","vi.vi42.IV"
"Jesus bleibet meine Freude","Johann Sebastian Bach","vi.vi42.IV"
"Binary Sunset","John Williams","vi.vi42.IV"
"The East Is Red","Li Huanzhi","vi.vi42.IV"
"Piano Sonata No 14 ''Moonlight'' 1st Movement","Ludwig Van Beethoven","vi.vi42.IV"
"Magically Delicious","MelodySheep","vi.vi42.IV"
"Congratulations","MGMT","vi.vi42.IV"
"Castlevania PoR - Gaze Up at the Darkness","Michiru Yamane","vi.vi42.IV"
"Castlevania SotN - The Tragic Prince","Michiru Yamane","vi.vi42.IV"
"The Link","Motooi Sakuraba","vi.vi42.IV"
"Animals","Muse","vi.vi42.IV"
"Theme Of Love - FFIV","Nobuo Uematsu","vi.vi42.IV"
"Paranoid Android","Radiohead","vi.vi42.IV"
"Merry Christmas Mr Lawrence","Ryuchi Sakamoto","vi.vi42.IV"
"America","Simon and Garfunkel","vi.vi42.IV"
"Theme Of Prontera","SoundTeMP","vi.vi42.IV"
"Up There","South Park","vi.vi42.IV"
"No Reason","Sum 41","vi.vi42.IV"
"Stars","Tatu","vi.vi42.IV"
"We Can Work It Out","The Beatles","vi.vi42.IV"
"A Day in the Life","The Beatles","vi.vi42.IV"
"Octopus' Garden","The Beatles","vi.vi42.IV"
"Yesterday","The Beatles","vi.vi42.IV"
"Strangers","The Kinks","vi.vi42.IV"
"Caring is Creepy","The Shins","vi.vi42.IV"
"Spider Dance","Toby Fox","vi.vi42.IV"
"Broadway Guide","Tomoko Sasaki","vi.vi42.IV"
"In a Little While","U2","vi.vi42.IV"
"When There Was Me and You - High School Musical","Vanessa Hudgens","vi.vi42.IV"
"The Dachstein Angels","Wally Badarou","vi.vi42.IV"
"La Valse D'Amelie","Yann Tiersen","vi.vi42.IV"
"Cocoro Root","Yui Sakakibara","vi.vi42.IV"
"Norge Mitt Norge","Aage Aleksandersen","I.V7-IV.IV"
"Heavy Rotation","AKB48","I.V7-IV.IV"
"Music Of The Night","Andrew Lloyd Webber","I.V7-IV.IV"
"Maybe","Annie","I.V7-IV.IV"
"I Say A Little Prayer","Aretha Franklin","I.V7-IV.IV"
"Hare Hare Yukai - The Melancholy of Haruhi ED1","Aya Hirano","I.V7-IV.IV"
"Cartoon Heroes -Speedy Mix-","Barbie Young","I.V7-IV.IV"
"Something","Beatles","I.V7-IV.IV"
"Resentment","Beyonce","I.V7-IV.IV"
"The Longest Time","Billy Joel","I.V7-IV.IV"
"Billy Don't Be a Hero","Bo Donaldson and the Heywoods","I.V7-IV.IV"
"Don't Think Twice It's Alright","Bob Dylan","I.V7-IV.IV"
"Original Piano Song","Brent Black","I.V7-IV.IV"
"Love Will Keep Us Together","Captain and Tennille","I.V7-IV.IV"
"Circle Of Life","Carmen Twillie","I.V7-IV.IV"
"Le Festin d'Esope","Charles-Valentin Alkan","I.V7-IV.IV"
"So In Love","Cole Porter - Ella Fitzgerald","I.V7-IV.IV"
"Soul Love","David Bowie","I.V7-IV.IV"
"Desperado","Eagles","I.V7-IV.IV"
"I Am Glad Because I'm Finally Returning Back Home","Eduard Khil","I.V7-IV.IV"
"The Sons of Katie Elder Theme","Elmer Bernstein","I.V7-IV.IV"
"Don't Let The Sun Go Down On Me","Elton John","I.V7-IV.IV"
"Love Me Tender","Elvis Presley","I.V7-IV.IV"
"Out Of My Head","Fastball","I.V7-IV.IV"
"Secret Heart","Feist","I.V7-IV.IV"
"Angoa","Felix Reina","I.V7-IV.IV"
"Isles","Fleet Foxes","I.V7-IV.IV"
"Can't Take My Eyes Off You","Franki Valli","I.V7-IV.IV"
"Silent Night","Franz Gruber","I.V7-IV.IV"
"Dragon Valley 1","GalaxyTrail","I.V7-IV.IV"
"Encounter - May","Game Freak","I.V7-IV.IV"
"Lumiose City","Game Freak","I.V7-IV.IV"
"Aspertia City","Game Freak","I.V7-IV.IV"
"Opelucid City - White Version","Game Freak","I.V7-IV.IV"
"Tong Hua","Guang Liang","I.V7-IV.IV"
"Hyadain's-O-O-O-One-sided-Love-C---Nichijou-OP-1","Hyadain","I.V7-IV.IV"
"Hyadain's-O-O-O-One-sided-Love-C---Nichijou-OP-1","Hyadain-","I.V7-IV.IV"
"You Are So Beautiful To Me","Joe Cocker","I.V7-IV.IV"
"Jesus bleibet meine Freude","Johann Sebastian Bach","I.V7-IV.IV"
"Country","Keith Jarrett","I.V7-IV.IV"
"When The Saints Go Marching In","Louis Armstrong","I.V7-IV.IV"
"Piano Sonata No 8 ''Pathetique'' - 1st Movement","Ludwig Van Beethoven","I.V7-IV.IV"
"Pay No Mind ft Passion Pit","Madeon","I.V7-IV.IV"
"Strike Witches - Sweet Duet","Mai Kadowaki - Erika Nakai","I.V7-IV.IV"
"Mega Man 5 - Napalm Man Stage","Mari Yamaguchi","I.V7-IV.IV"
"Castlevania CotM - The Sinking Old Sanctuary","Michiru Yamane","I.V7-IV.IV"
"Shiawase High Tension","Minami-ke Tadaima OP","I.V7-IV.IV"
"I Wish I Knew How It Would Feel To Be Free","Nina Simone","I.V7-IV.IV"
"Le Sud","Nino Ferrer","I.V7-IV.IV"
"Super Smash Bros Melee - Break the Targets","Nintendo","I.V7-IV.IV"
"Lon Lon Ranch","Nintendo","I.V7-IV.IV"
"Beach Bowl Galaxy","Nintendo","I.V7-IV.IV"
"Don't Know Why","Norah Jones","I.V7-IV.IV"
"You're Driving Me Crazy","Parry Gripp","I.V7-IV.IV"
"Teddy Boy","Paul McCartney","I.V7-IV.IV"
"Still Crazy After All These Years","Paul Simon","I.V7-IV.IV"
"Waste","Phish","I.V7-IV.IV"
"Don't Stop Me Now","Queen","I.V7-IV.IV"
"Bohemian Rhapsody","Queen","I.V7-IV.IV"
"Extended Theme Song - Steven Universe","Rebecca Sugar","I.V7-IV.IV"
"It's Over Isn't It - Steven Universe","Rebecca Sugar","I.V7-IV.IV"
"Let's Go Fly A Kite","Richard and Robert Sherman","I.V7-IV.IV"
"Im wonderschoenen Monat Mai","Robert Schumann","I.V7-IV.IV"
"Please Send Me Someone To Love","Sade","I.V7-IV.IV"
"Can't Stop Singing","Teen Beach Movie","I.V7-IV.IV"
"Surfer Girl","The Beach Boys","I.V7-IV.IV"
"When I'm Sixty-Four","The Beatles","I.V7-IV.IV"
"From Me To You","The Beatles","I.V7-IV.IV"
"Michelle","The Beatles","I.V7-IV.IV"
"Hey Jude","The Beatles","I.V7-IV.IV"
"Please Please Me","The Beatles","I.V7-IV.IV"
"Hold Me Tight","The Beatles","I.V7-IV.IV"
"Things We Said Today","The Beatles","I.V7-IV.IV"
"Something","The Beatles","I.V7-IV.IV"
"Hello Again","The Gregory Brothers","I.V7-IV.IV"
"Auto-Tune The News 1","The Gregory Brothers","I.V7-IV.IV"
"Only You","The Platters","I.V7-IV.IV"
"The Nanosong","The Sounds of Science","I.V7-IV.IV"
"Birdhouse In Your Soul","They Might Be Giants","I.V7-IV.IV"
"Dead","They Might Be Giants","I.V7-IV.IV"
"Not Perfect","Tim Minchin","I.V7-IV.IV"
"Delilah","Tom Jones","I.V7-IV.IV"
"Broadway Guide","Tomoko Sasaki","I.V7-IV.IV"
"Splatoon - Hooked","Toru Minegishi","I.V7-IV.IV"
"Sally In Our Alley","Traditional","I.V7-IV.IV"
"Stella By Starlight","Victor Young","I.V7-IV.IV"
"Wait For The Moment","Vulfpeck","I.V7-IV.IV"
"FAMILY GUY THEME SONG","Walter Murphy","I.V7-IV.IV"
"Family Guy - Theme Song","Walter Murphy","I.V7-IV.IV"
"Why Can't We Be Friends","War","I.V7-IV.IV"
"MoMoMo","WJSN","I.V7-IV.IV"
"Eye In The Sky","Alan Parsons Project","V.vii-vi.vi"
"Moi Lolita","Alizee","V.vii-vi.vi"
"Lovelight - Bad Apple","Alstroemeria Records","V.vii-vi.vi"
"La Folia","Antonio Vivaldi","V.vii-vi.vi"
"Ichizu Na Omoi","ASSUMED SOUNDS","V.vii-vi.vi"
"endeavor","aylictal","V.vii-vi.vi"
"substandard","aylictal","V.vii-vi.vi"
"Baby I'm Yours","Breakbot feat Irfane","V.vii-vi.vi"
"Mega Man 4 - Pharaoh Man Stage","Capcom","V.vii-vi.vi"
"Khe Sanh","Cold Chisel","V.vii-vi.vi"
"I'm The Man That Will Find You alternate","Connan Mockasin","V.vii-vi.vi"
"Wildfire","Crazy and Corza","V.vii-vi.vi"
"The Binding Of Isaac - Main Theme","Danny Baranowsky","V.vii-vi.vi"
"Lady Stardust","David Bowie","V.vii-vi.vi"
"Donkey Kong Bonus","David Wise","V.vii-vi.vi"
"Dessert","Dawin","V.vii-vi.vi"
"He's Able","Deitrick Haddon","V.vii-vi.vi"
"Say My Name","Destiny's Child","V.vii-vi.vi"
"Leaving Without","dj-Jo","V.vii-vi.vi"
"Thor's Hammer","Dobu Usagi","V.vii-vi.vi"
"Deck'd","Dom Fera","V.vii-vi.vi"
"Say Yes","Elliott Smith","V.vii-vi.vi"
"Sleep","Eric Whitacre","V.vii-vi.vi"
"Mag Mell Cuckool Mix 2007 - Clannad OP","Eufonius","V.vii-vi.vi"
"Thanks For The Memories","Fall Out Boy","V.vii-vi.vi"
"Nocturne Op 55 No 1","Frederic Chopin","V.vii-vi.vi"
"Digging up These Skeletons","Greg Cherone - John Bettencourt","V.vii-vi.vi"
"Goat Chill","GSTFS","V.vii-vi.vi"
"E-Army","Izna - pastyle vs IZMIZM","V.vii-vi.vi"
"Soviet March","James Hannigan","V.vii-vi.vi"
"Flaming Moe's","Jeff Martin","V.vii-vi.vi"
"Bounce","JJ Project","V.vii-vi.vi"
"Who Says","John Mayer","V.vii-vi.vi"
"Lights","Journey","V.vii-vi.vi"
"Paradise","Keiichi Oku","V.vii-vi.vi"
"Castlevania - Vampire Killer","Kinuyo Yamashita","V.vii-vi.vi"
"404","Knife Party","V.vii-vi.vi"
"Legend of Zelda - Hyrule Castle","Koji Kondo","V.vii-vi.vi"
"Ys VI - Release of the Far West Ocean","Konami","V.vii-vi.vi"
"Bazaar","KSHMR and Marnik","V.vii-vi.vi"
"Bones","Michael Kiwanuka","V.vii-vi.vi"
"Only You","miss A","V.vii-vi.vi"
"Helena","My Chemical Romance","V.vii-vi.vi"
"Hyrule Field - Zelda Twilight Princess","Nintendo","V.vii-vi.vi"
"Don't Look Back In Anger","Oasis","V.vii-vi.vi"
"For Fruits Basket","Okazaki Ritsuko","V.vii-vi.vi"
"New","Paul McCartney","V.vii-vi.vi"
"Here Comes The Flood","Peter Gabriel","V.vii-vi.vi"
"Begin Again","Purity Ring","V.vii-vi.vi"
"Deranged and Desperate","Saves The Day","V.vii-vi.vi"
"Sonic and Knuckles - Sandopolis Zone Act 1","Sega","V.vii-vi.vi"
"Sonic and Knuckles - Flying Battery Zone","Sega","V.vii-vi.vi"
"Awakening Wolf's Instinct","Senpi","V.vii-vi.vi"
"Keep It Close","Seven Lions Feat Kerli","V.vii-vi.vi"
"Bridge over Troubled Water","Simon and Garfunkel","V.vii-vi.vi"
"If You've Only Got A Moustache","Stephen Foster","V.vii-vi.vi"
"Mega Man 2 - Dr Wily Stage 1","Takashi Tateishi","V.vii-vi.vi"
"Super Robot Wars Alpha 3 - The Garden of Baral","Takuya Hanaoka","V.vii-vi.vi"
"Touhou 6 - U N Owen was Her","Team Shanghai Alice","V.vii-vi.vi"
"Blackbird","The Beatles","V.vii-vi.vi"
"By Christmas","The Gromble","V.vii-vi.vi"
"Your Best Nightmare","Toby Fox","V.vii-vi.vi"
"Last Goodbye","Toby Fox","V.vii-vi.vi"
"Tesla","Unitopia","V.vii-vi.vi"
"The Garden","Unitopia","V.vii-vi.vi"
"Nightmare Night","WoodenToaster","V.vii-vi.vi"
"Iron","Woodkid","V.vii-vi.vi"
"Mega Man 3 Title","Yasuaki Fujita","V.vii-vi.vi"
"Stardust Witch Meruru - Meteo Impact","Yukari Tamura","V.vii-vi.vi"
"Done With Love","Zedd","V.vii-vi.vi"
"Stache","Zedd","V.vii-vi.vi"
"Last Remote","ZUN","V.vii-vi.vi"
"Septette for the Dead Princess","ZUN","V.vii-vi.vi"
"Witching Dream","ZUN","V.vii-vi.vi"
"Battlefield of Hanahazama","ZUN","V.vii-vi.vi"
"Faraway Voyage of 380 000 Kilometers","ZUN","V.vii-vi.vi"
"U N Owen Was Her","ZUN","V.vii-vi.vi"
"Romantic Children","ZUN","V.vii-vi.vi"
"Last Occultism - Esotericist of the Present World","ZUN","V.vii-vi.vi"
"Interdimensional Voyage of a Ghostly Ship","ZUN","V.vii-vi.vi"
"Doll Judgement","ZUN","V.vii-vi.vi"
"Pumpkin of September","ZUN","V.vii-vi.vi"
"A World of Nightmares Never Seen Before","ZUN","V.vii-vi.vi"
"Theme of Eastern Story","ZUN","V.vii-vi.vi"
"Reach for the Moon - Immortal Smoke","ZUN","V.vii-vi.vi"
"The Shining Needle Castle Sinking in the Air","ZUN","V.vii-vi.vi"
"Pandemonic Planet","ZUN","V.vii-vi.vi"
"The Four Seasons Concerto No 4 'Winter' - I","Antonio Vivaldi","V.vii-vi.vi"
"Let Me Hold You - Turn Me On","Cheat Codes and Dante Klein","V.vii-vi.vi"
"Pop Style","Drake","V.vii-vi.vi"
"Lynne","Hachi","V.vii-vi.vi"
"Love Live - Futari Happiness","lily white","V.vii-vi.vi"
"Explorers","Muse","V.vii-vi.vi"
"Falling Away With You","Muse","V.vii-vi.vi"
"United States Of Eurasia","Muse","V.vii-vi.vi"
"Where Are You","Saves The Day","V.vii-vi.vi"
"In My Waking Life","Saves The Day","V.vii-vi.vi"
"Clouds Over the Moon Flowers in the Wind","Yuuhei Satellite","V.vii-vi.vi"
"The Taboo Membrane Wall","ZUN","V.vii-vi.vi"
"If I Could","1927","IV.iv.I"
"The nurse who loved me","A Perfect Circle","IV.iv.I"
"Make You Feel My Love","Adele","IV.iv.I"
"Crazy","Aerosmith","IV.iv.I"
"Hooked On A Feeling","Blue Swede","IV.iv.I"
"Billy Don't Be a Hero","Bo Donaldson and the Heywoods","IV.iv.I"
"Jar Of Hearts","Christina Perri","IV.iv.I"
"Anything Goes","Cole Porter","IV.iv.I"
"Starman","David Bowie","IV.iv.I"
"Soul Love","David Bowie","IV.iv.I"
"Space Oddity","David Bowie","IV.iv.I"
"I Will Follow You Into the Dark","Death Cab for Cutie","IV.iv.I"
"Stone Cold","Demi Lovato","IV.iv.I"
"Come On Eileen","Dexys Midnight Runners","IV.iv.I"
"Reflection","Disney","IV.iv.I"
"As Time Goes By","Dooley Wilson","IV.iv.I"
"I Found A Way","Drake Bell","IV.iv.I"
"Love and Marriage","Frank Sinatra","IV.iv.I"
